node_id,longitude,latitude,zone_id,borough
659,-74.000367,40.723795,210,Manhattan
660,-74.000357,40.733973,248,Manhattan
661,-74.000356,40.735307,248,Manhattan
662,-74.00035,40.76251,49,Manhattan
663,-74.000275,40.742839,89,Manhattan
664,-74.000274,40.717619,44,Manhattan
665,-74.000183,40.737865,248,Manhattan
666,-74.000138,40.7162,44,Manhattan
667,-74.000123,40.707903,208,Manhattan
668,-74.000122,40.730432,113,Manhattan
669,-74.000101,40.725382,210,Manhattan
670,-74.000083,40.758253,245,Manhattan
671,-74.000066,40.732929,112,Manhattan
672,-73.999973,40.734688,248,Manhattan
673,-73.999956,40.718017,143,Manhattan
674,-73.999938,40.7484,67,Manhattan
675,-73.999916,40.726935,113,Manhattan
676,-73.999868,40.720433,143,Manhattan
677,-73.999853,40.721792,143,Manhattan
678,-73.999848,40.743425,89,Manhattan
679,-73.999841,40.719193,143,Manhattan
680,-73.999835,40.763127,49,Manhattan
681,-73.999702,40.711795,44,Manhattan
682,-73.999684,40.738552,248,Manhattan
683,-73.999678,40.728423,113,Manhattan
684,-73.999653,40.73407,248,Manhattan
685,-73.999633,40.753918,245,Manhattan
686,-73.999631,40.758877,245,Manhattan
687,-73.999609,40.723423,210,Manhattan
688,-73.999606,40.763027,49,Manhattan
689,-73.999593,40.714451,44,Manhattan
690,-73.999587,40.731051,113,Manhattan
691,-73.999555,40.733611,112,Manhattan
692,-73.999554,40.713932,44,Manhattan
693,-73.999526,40.75181,67,Manhattan
694,-73.999449,40.71733,44,Manhattan
695,-73.999423,40.71868,143,Manhattan
696,-73.999422,40.744009,89,Manhattan
697,-73.999367,40.730058,113,Manhattan
698,-73.999345,40.725008,210,Manhattan
699,-73.999333,40.752178,67,Manhattan
700,-73.999321,40.715918,44,Manhattan
701,-73.999313,40.71755,44,Manhattan
702,-73.999291,40.708776,44,Manhattan
703,-73.999234,40.718913,143,Manhattan
704,-73.999189,40.759487,245,Manhattan
705,-73.999188,40.734134,112,Manhattan
706,-73.999185,40.739243,89,Manhattan
707,-73.999143,40.754585,245,Manhattan
708,-73.999119,40.726543,113,Manhattan
709,-73.999108,40.731627,113,Manhattan
710,-73.999061,40.720044,143,Manhattan
711,-73.999049,40.708595,44,Manhattan
712,-73.999035,40.749638,67,Manhattan
713,-73.999031,40.721421,143,Manhattan
714,-73.998985,40.763602,49,Manhattan
715,-73.998972,40.74463,89,Manhattan
716,-73.998955,40.728068,113,Manhattan
717,-73.998888,40.712599,44,Manhattan
718,-73.998866,40.714995,44,Manhattan
719,-73.998842,40.730669,113,Manhattan
720,-73.998812,40.723021,143,Manhattan
721,-73.998796,40.714502,44,Manhattan
722,-73.998753,40.718445,143,Manhattan
723,-73.998744,40.760105,245,Manhattan
724,-73.998728,40.764304,49,Manhattan
725,-73.998714,40.734784,112,Manhattan
726,-73.998713,40.739881,89,Manhattan
727,-73.998678,40.711879,44,Manhattan
728,-73.998661,40.755252,245,Manhattan
729,-73.998629,40.713446,44,Manhattan
730,-73.998612,40.732215,113,Manhattan
731,-73.998605,40.729685,113,Manhattan
732,-73.998594,40.750241,67,Manhattan
733,-73.998589,40.717099,44,Manhattan
734,-73.998585,40.724632,210,Manhattan
735,-73.998524,40.719786,143,Manhattan
736,-73.998513,40.764213,49,Manhattan
737,-73.998491,40.715633,44,Manhattan
738,-73.998486,40.745294,89,Manhattan
739,-73.998468,40.75343,67,Manhattan
740,-73.998466,40.753436,67,Manhattan
741,-73.99846,40.753427,67,Manhattan
742,-73.998361,40.726168,113,Manhattan
743,-73.998334,40.758344,245,Manhattan
744,-73.998287,40.74047,89,Manhattan
745,-73.998274,40.735391,112,Manhattan
746,-73.998261,40.760784,245,Manhattan
747,-73.998232,40.71323,44,Manhattan
748,-73.998208,40.755869,67,Manhattan
749,-73.998206,40.708912,44,Manhattan
750,-73.998196,40.721063,143,Manhattan
751,-73.99813,40.750856,67,Manhattan
752,-73.998078,40.764834,49,Manhattan
753,-73.998075,40.71958,143,Manhattan
754,-73.998072,40.730288,113,Manhattan
755,-73.998062,40.713706,44,Manhattan
756,-73.998045,40.750976,67,Manhattan
757,-73.998036,40.714825,44,Manhattan
758,-73.998009,40.745952,67,Manhattan
759,-73.99799,40.712723,44,Manhattan
760,-73.997987,40.732946,112,Manhattan
761,-73.99798,40.722663,143,Manhattan
762,-73.997931,40.718158,143,Manhattan
763,-73.997921,40.765405,49,Manhattan
764,-73.997886,40.72931,113,Manhattan
765,-73.997862,40.741056,89,Manhattan
766,-73.997846,40.754561,67,Manhattan
767,-73.997818,40.765552,49,Manhattan
768,-73.997805,40.736032,248,Manhattan
769,-73.997794,40.761442,49,Manhattan
770,-73.997785,40.724235,210,Manhattan
771,-73.99777,40.711971,44,Manhattan
772,-73.997763,40.716814,143,Manhattan
773,-73.997761,40.721576,143,Manhattan
774,-73.997758,40.756487,67,Manhattan
775,-73.997755,40.765288,49,Manhattan
776,-73.997719,40.715357,44,Manhattan
777,-73.99768,40.751485,67,Manhattan
778,-73.997655,40.720836,143,Manhattan
779,-73.997614,40.753949,67,Manhattan
780,-73.997614,40.765459,49,Manhattan
781,-73.99761,40.725797,210,Manhattan
782,-73.997552,40.746581,67,Manhattan
783,-73.997533,40.758784,245,Manhattan
784,-73.997503,40.714051,44,Manhattan
785,-73.997434,40.741642,89,Manhattan
786,-73.997399,40.721449,143,Manhattan
787,-73.997366,40.762085,49,Manhattan
788,-73.997363,40.766183,49,Manhattan
789,-73.99736,40.729941,113,Manhattan
790,-73.997349,40.720705,143,Manhattan
791,-73.997341,40.736668,112,Manhattan
792,-73.997306,40.75711,67,Manhattan
793,-73.997303,40.719324,143,Manhattan
794,-73.9973,40.713468,44,Manhattan
795,-73.997157,40.766098,49,Manhattan
796,-73.997123,40.722301,143,Manhattan
797,-73.997117,40.712799,44,Manhattan
798,-73.997108,40.71787,143,Manhattan
799,-73.997102,40.714604,147,Manhattan
800,-73.997099,40.747205,89,Manhattan
801,-73.997066,40.754587,67,Manhattan
802,-73.997007,40.742228,89,Manhattan
803,-73.996984,40.716541,143,Manhattan
804,-73.996974,40.731409,112,Manhattan
805,-73.996952,40.72388,143,Manhattan
806,-73.996947,40.712072,44,Manhattan
807,-73.996908,40.766794,49,Manhattan
808,-73.996903,40.762741,49,Manhattan
809,-73.996882,40.759357,245,Manhattan
810,-73.996865,40.757715,47,Manhattan
811,-73.99684,40.737361,89,Manhattan
812,-73.996821,40.720486,143,Manhattan
813,-73.996798,40.715035,147,Manhattan
814,-73.996787,40.752722,67,Manhattan
815,-73.996782,40.711364,44,Manhattan
816,-73.99678,40.75783,245,Manhattan
817,-73.996772,40.725432,210,Manhattan
818,-73.996693,40.766703,49,Manhattan
819,-73.996659,40.726931,113,Manhattan
820,-73.996648,40.747823,67,Manhattan
821,-73.99658,40.742811,89,Manhattan
822,-73.996575,40.721173,143,Manhattan
823,-73.996518,40.729553,112,Manhattan
824,-73.996484,40.710205,44,Manhattan
825,-73.996476,40.723686,143,Manhattan
826,-73.996474,40.719053,143,Manhattan
827,-73.996465,40.763353,49,Manhattan
828,-73.99643,40.767429,49,Manhattan
829,-73.99642,40.75832,47,Manhattan
830,-73.996382,40.70977,44,Manhattan
831,-73.996376,40.755097,67,Manhattan
832,-73.996351,40.732255,112,Manhattan
833,-73.996337,40.738044,89,Manhattan
834,-73.996327,40.717596,143,Manhattan
835,-73.996301,40.724662,143,Manhattan
836,-73.996298,40.753394,67,Manhattan
837,-73.996279,40.755058,67,Manhattan
838,-73.996268,40.721952,143,Manhattan
839,-73.99624,40.710241,44,Manhattan
840,-73.996237,40.709209,44,Manhattan
841,-73.99623,40.767346,49,Manhattan
842,-73.996196,40.74844,185,Manhattan
843,-73.996129,40.743431,89,Manhattan
844,-73.996121,40.709806,44,Manhattan
845,-73.996065,40.716247,143,Manhattan
846,-73.996063,40.730155,112,Manhattan
847,-73.996055,40.720137,143,Manhattan
848,-73.996027,40.76397,49,Manhattan
849,-73.995988,40.755326,67,Manhattan
850,-73.995965,40.709243,44,Manhattan
851,-73.995955,40.768042,49,Manhattan
852,-73.995943,40.758981,245,Manhattan
853,-73.995914,40.732847,112,Manhattan
854,-73.995882,40.724403,143,Manhattan
855,-73.995874,40.738686,233,Manhattan
856,-73.995846,40.725208,143,Manhattan
857,-73.995844,40.726526,113,Manhattan
858,-73.995815,40.754057,67,Manhattan
859,-73.995812,40.72918,113,Manhattan
860,-73.995777,40.767967,49,Manhattan
861,-73.995752,40.720893,143,Manhattan
862,-73.995749,40.749052,67,Manhattan
863,-73.995705,40.723366,143,Manhattan
864,-73.995686,40.718771,143,Manhattan
865,-73.995645,40.744099,89,Manhattan
866,-73.995619,40.755554,67,Manhattan
867,-73.995593,40.728194,113,Manhattan
868,-73.995563,40.730715,113,Manhattan
869,-73.995547,40.764607,49,Manhattan
870,-73.995489,40.733437,112,Manhattan
871,-73.995474,40.759627,47,Manhattan
872,-73.995464,40.721619,143,Manhattan
873,-73.995446,40.739272,233,Manhattan
874,-73.995429,40.717279,143,Manhattan
875,-73.995355,40.754688,67,Manhattan
876,-73.995351,40.724072,143,Manhattan
877,-73.995329,40.725084,113,Manhattan
878,-73.995328,40.755737,67,Manhattan
879,-73.995308,40.729776,112,Manhattan
880,-73.995299,40.749671,67,Manhattan
881,-73.99527,40.727211,113,Manhattan
882,-73.99526,40.719867,143,Manhattan
883,-73.995241,40.757013,47,Manhattan
884,-73.995161,40.744763,89,Manhattan
885,-73.995114,40.769251,49,Manhattan
886,-73.995101,40.755037,67,Manhattan
887,-73.9951,40.765231,49,Manhattan
888,-73.995075,40.769307,49,Manhattan
889,-73.995061,40.72881,113,Manhattan
890,-73.99506,40.726137,113,Manhattan
891,-73.99505,40.734034,112,Manhattan
892,-73.995018,40.73986,89,Manhattan
893,-73.994983,40.7603,47,Manhattan
894,-73.994969,40.720627,143,Manhattan
895,-73.994955,40.770017,49,Manhattan
896,-73.994932,40.755269,67,Manhattan
897,-73.994909,40.723036,143,Manhattan
898,-73.994908,40.724951,143,Manhattan
899,-73.994894,40.715812,147,Manhattan
900,-73.99486,40.769229,49,Manhattan
901,-73.994844,40.750293,67,Manhattan
902,-73.994822,40.73035,112,Manhattan
903,-73.994815,40.757661,47,Manhattan
904,-73.994812,40.718458,143,Manhattan
905,-73.99481,40.714234,147,Manhattan
906,-73.994799,40.769976,49,Manhattan
907,-73.994786,40.7316,112,Manhattan
908,-73.994751,40.727819,113,Manhattan
909,-73.994717,40.771394,49,Manhattan
910,-73.994709,40.745383,89,Manhattan
911,-73.994706,40.721308,143,Manhattan
912,-73.99468,40.77077,49,Manhattan
913,-73.994654,40.765855,49,Manhattan
914,-73.994648,40.725931,113,Manhattan
915,-73.994593,40.740442,89,Manhattan
916,-73.994585,40.734672,112,Manhattan
917,-73.994574,40.769907,49,Manhattan
918,-73.994547,40.729406,112,Manhattan
919,-73.994526,40.760927,49,Manhattan
920,-73.994524,40.713696,44,Manhattan
921,-73.994485,40.755882,67,Manhattan
922,-73.994466,40.725846,113,Manhattan
923,-73.994459,40.713021,44,Manhattan
924,-73.994438,40.770668,49,Manhattan
925,-73.994426,40.716966,147,Manhattan
926,-73.994394,40.75837,47,Manhattan
927,-73.994361,40.712308,44,Manhattan
928,-73.994352,40.719441,147,Manhattan
929,-73.994297,40.732165,112,Manhattan
930,-73.994275,40.715621,147,Manhattan
931,-73.994263,40.711593,44,Manhattan
932,-73.994262,40.746004,185,Manhattan
933,-73.994252,40.728412,113,Manhattan
934,-73.994251,40.77194,49,Manhattan
935,-73.994233,40.771478,49,Manhattan
936,-73.99418,40.724693,113,Manhattan
937,-73.994173,40.766505,49,Manhattan
938,-73.994165,40.741031,89,Manhattan
939,-73.994153,40.722723,143,Manhattan
940,-73.99415,40.714283,147,Manhattan
941,-73.994138,40.710557,44,Manhattan
942,-73.994129,40.72664,113,Manhattan
943,-73.994118,40.735313,112,Manhattan
944,-73.994103,40.710087,44,Manhattan
945,-73.994075,40.713053,44,Manhattan
946,-73.99407,40.761552,47,Manhattan
947,-73.994064,40.729978,112,Manhattan
948,-73.99404,40.756493,47,Manhattan
949,-73.994035,40.720323,143,Manhattan
950,-73.99403,40.731284,112,Manhattan
951,-73.994022,40.709485,44,Manhattan
952,-73.993948,40.751522,185,Manhattan
953,-73.993946,40.714294,147,Manhattan
954,-73.993945,40.713744,44,Manhattan
955,-73.993936,40.758979,47,Manhattan
956,-73.993828,40.718145,147,Manhattan
957,-73.993814,40.732731,112,Manhattan
958,-73.993813,40.746618,185,Manhattan
959,-73.993795,40.720937,147,Manhattan
960,-73.993773,40.712355,44,Manhattan
961,-73.993758,40.725647,113,Manhattan
962,-73.993747,40.729008,112,Manhattan
963,-73.993739,40.741617,233,Manhattan
964,-73.993722,40.767105,49,Manhattan
965,-73.993687,40.772109,49,Manhattan
966,-73.99364,40.727289,113,Manhattan
967,-73.993617,40.736005,233,Manhattan
968,-73.993614,40.713091,44,Manhattan
969,-73.993609,40.762184,49,Manhattan
970,-73.993565,40.757146,47,Manhattan
971,-73.993561,40.772888,142,Manhattan
972,-73.993523,40.721632,143,Manhattan
973,-73.99346,40.752196,67,Manhattan
974,-73.993458,40.724433,143,Manhattan
975,-73.9934,40.715355,147,Manhattan
976,-73.993372,40.772801,142,Manhattan
977,-73.99336,40.71907,147,Manhattan
978,-73.993359,40.747235,185,Manhattan
979,-73.993322,40.733304,112,Manhattan
980,-73.993292,40.742233,89,Manhattan
981,-73.993267,40.772753,142,Manhattan
982,-73.993263,40.767741,49,Manhattan
983,-73.993262,40.72958,112,Manhattan
984,-73.993259,40.722353,147,Manhattan
985,-73.993243,40.730954,112,Manhattan
986,-73.993156,40.762806,47,Manhattan
987,-73.993147,40.727867,113,Manhattan
988,-73.99312,40.736691,233,Manhattan
989,-73.993095,40.717922,147,Manhattan
990,-73.993089,40.722819,143,Manhattan
991,-73.993069,40.757826,47,Manhattan
992,-73.993045,40.714356,147,Manhattan
993,-73.993042,40.725452,113,Manhattan
994,-73.992979,40.752854,67,Manhattan
995,-73.992976,40.713825,44,Manhattan
996,-73.99291,40.747855,185,Manhattan
997,-73.992907,40.719891,147,Manhattan
998,-73.992857,40.714674,147,Manhattan
999,-73.992841,40.730079,112,Manhattan
1000,-73.992838,40.720028,147,Manhattan
1001,-73.992826,40.768345,49,Manhattan
1002,-73.992822,40.716478,147,Manhattan
1003,-73.99282,40.714373,147,Manhattan
1004,-73.992805,40.742901,233,Manhattan
1005,-73.992792,40.733922,112,Manhattan
1006,-73.992748,40.713845,44,Manhattan
1007,-73.992701,40.763431,47,Manhattan
1008,-73.992654,40.73733,233,Manhattan
1009,-73.992637,40.715129,147,Manhattan
1010,-73.99263,40.758429,47,Manhattan
1011,-73.992623,40.713168,44,Manhattan
1012,-73.992621,40.718851,147,Manhattan
1013,-73.992604,40.724136,143,Manhattan
1014,-73.992584,40.714389,147,Manhattan
1015,-73.992566,40.712453,44,Manhattan
1016,-73.992528,40.753474,99,Manhattan
1017,-73.992495,40.713867,44,Manhattan
1018,-73.992463,40.748469,185,Manhattan
1019,-73.992457,40.711754,44,Manhattan
1020,-73.992418,40.71319,44,Manhattan
1021,-73.9924,40.730601,112,Manhattan
1022,-73.992382,40.715047,147,Manhattan
1023,-73.992371,40.768982,49,Manhattan
1024,-73.992326,40.724909,78,Manhattan
1025,-73.992318,40.743568,233,Manhattan
1026,-73.992309,40.712464,44,Manhattan
1027,-73.992266,40.734532,112,Manhattan
1028,-73.992244,40.764057,49,Manhattan
1029,-73.992237,40.721248,147,Manhattan
1030,-73.992225,40.737917,233,Manhattan
1031,-73.99222,40.717658,147,Manhattan
1032,-73.992209,40.725231,78,Manhattan
1033,-73.992205,40.719664,147,Manhattan
1034,-73.992192,40.710892,44,Manhattan
1035,-73.992183,40.711775,231,Manhattan
1036,-73.992139,40.759103,47,Manhattan
1037,-73.992134,40.71442,147,Manhattan
1038,-73.992134,40.7198,147,Manhattan
1039,-73.992079,40.754091,99,Manhattan
1040,-73.992061,40.725642,78,Manhattan
1041,-73.992029,40.710911,44,Manhattan
1042,-73.992014,40.716235,147,Manhattan
1043,-73.992006,40.749101,185,Manhattan
1044,-73.99194,40.709786,231,Manhattan
1045,-73.991921,40.731166,112,Manhattan
1046,-73.991906,40.769607,49,Manhattan
1047,-73.99189,40.714899,147,Manhattan
1048,-73.991871,40.744186,89,Manhattan
1049,-73.991798,40.738504,233,Manhattan
1050,-73.991796,40.71617,147,Manhattan
1051,-73.991794,40.726391,113,Manhattan
1052,-73.991788,40.764684,47,Manhattan
1053,-73.991772,40.709811,231,Manhattan
1054,-73.991747,40.718583,147,Manhattan
1055,-73.991692,40.735204,112,Manhattan
1056,-73.991683,40.759728,47,Manhattan
1057,-73.991649,40.722402,147,Manhattan
1058,-73.991633,40.754707,47,Manhattan
1059,-73.991563,40.749706,185,Manhattan
1060,-73.991548,40.727089,78,Manhattan
1061,-73.991506,40.721028,147,Manhattan
1062,-73.99146,40.731738,112,Manhattan
1063,-73.991422,40.717418,147,Manhattan
1064,-73.991419,40.744802,233,Manhattan
1065,-73.991418,40.770289,49,Manhattan
1066,-73.991417,40.72989,112,Manhattan
1067,-73.991375,40.739088,233,Manhattan
1068,-73.991333,40.76531,49,Manhattan
1069,-73.991327,40.719403,147,Manhattan
1070,-73.991309,40.716023,147,Manhattan
1071,-73.991281,40.732446,112,Manhattan
1072,-73.991264,40.727723,78,Manhattan
1073,-73.991259,40.719533,147,Manhattan
1074,-73.991254,40.723726,78,Manhattan
1075,-73.991228,40.760353,47,Manhattan
1076,-73.991206,40.735877,233,Manhattan
1077,-73.991177,40.75533,99,Manhattan
1078,-73.991176,40.717343,147,Manhattan
1079,-73.991133,40.714669,147,Manhattan
1080,-73.991114,40.733214,112,Manhattan
1081,-73.99111,40.750319,185,Manhattan
1082,-73.991065,40.730043,112,Manhattan
1083,-73.991064,40.728687,78,Manhattan
1084,-73.991035,40.724028,78,Manhattan
1085,-73.991019,40.723655,78,Manhattan
1086,-73.99101,40.728065,78,Manhattan
1087,-73.990974,40.718348,147,Manhattan
1088,-73.990968,40.745421,233,Manhattan
1089,-73.990945,40.733978,112,Manhattan
1090,-73.990945,40.739673,233,Manhattan
1091,-73.990938,40.770952,49,Manhattan
1092,-73.990914,40.722181,147,Manhattan
1093,-73.990889,40.765916,47,Manhattan
1094,-73.990865,40.773445,142,Manhattan
1095,-73.99082,40.724275,78,Manhattan
1096,-73.990795,40.728355,78,Manhattan
1097,-73.990765,40.760988,47,Manhattan
1098,-73.990754,40.734839,112,Manhattan
1099,-73.990743,40.7298,78,Manhattan
1100,-73.990738,40.736526,233,Manhattan
1101,-73.990726,40.755951,47,Manhattan
1102,-73.990721,40.729898,112,Manhattan
1103,-73.990716,40.718269,147,Manhattan
1104,-73.990703,40.717201,147,Manhattan
1105,-73.990646,40.730615,112,Manhattan
1106,-73.990629,40.720766,147,Manhattan
1107,-73.990619,40.750997,99,Manhattan
1108,-73.990558,40.715795,147,Manhattan
1109,-73.990555,40.719176,147,Manhattan
1110,-73.990544,40.730571,112,Manhattan
1111,-73.990527,40.740256,233,Manhattan
1112,-73.990518,40.746038,233,Manhattan
1113,-73.990489,40.719304,147,Manhattan
1114,-73.990483,40.771582,142,Manhattan
1115,-73.990444,40.730952,112,Manhattan
1116,-73.99043,40.76655,49,Manhattan
1117,-73.99039,40.731289,112,Manhattan
1118,-73.990366,40.728932,78,Manhattan
1119,-73.990366,40.72975,78,Manhattan
1120,-73.990344,40.724929,78,Manhattan
1121,-73.990323,40.7371,233,Manhattan
1122,-73.990315,40.761606,47,Manhattan
1123,-73.990314,40.719091,147,Manhattan
1124,-73.990276,40.756567,99,Manhattan
1125,-73.990273,40.723429,78,Manhattan
1126,-73.990266,40.714417,231,Manhattan
1127,-73.990254,40.719221,147,Manhattan
1128,-73.990233,40.718124,147,Manhattan
1129,-73.990232,40.728117,78,Manhattan
1130,-73.990212,40.731996,112,Manhattan
1131,-73.990201,40.714052,231,Manhattan
1132,-73.990134,40.751659,99,Manhattan
1133,-73.990125,40.713382,231,Manhattan
1134,-73.990123,40.737796,233,Manhattan
1135,-73.99007,40.74088,233,Manhattan
1136,-73.990067,40.746659,163,Manhattan
1137,-73.990041,40.721921,147,Manhattan
1138,-73.990027,40.732756,112,Manhattan
1139,-73.990013,40.772228,142,Manhattan
1140,-73.989986,40.767158,49,Manhattan
1141,-73.989971,40.712646,231,Manhattan
1142,-73.989952,40.738488,233,Manhattan
1143,-73.989951,40.716972,147,Manhattan
1144,-73.989938,40.711211,231,Manhattan
1145,-73.989938,40.734473,233,Manhattan
1146,-73.989916,40.735349,106,Manhattan
1147,-73.989902,40.729558,78,Manhattan
1148,-73.98987,40.725582,78,Manhattan
1149,-73.989868,40.733528,78,Manhattan
1150,-73.989858,40.762233,47,Manhattan
1151,-73.989857,40.720533,147,Manhattan
1152,-73.989814,40.718937,147,Manhattan
1153,-73.989805,40.728696,78,Manhattan
1154,-73.989791,40.757234,47,Manhattan
1155,-73.98979,40.710093,231,Manhattan
1156,-73.989776,40.773791,142,Manhattan
1157,-73.989765,40.739177,233,Manhattan
1158,-73.989754,40.715553,147,Manhattan
1159,-73.989739,40.719072,147,Manhattan
1160,-73.989734,40.711243,231,Manhattan
1161,-73.989694,40.75228,99,Manhattan
1162,-73.989664,40.729884,78,Manhattan
1163,-73.989642,40.776216,142,Manhattan
1164,-73.98962,40.720462,147,Manhattan
1165,-73.989617,40.747277,185,Manhattan
1166,-73.98958,40.741571,233,Manhattan
1167,-73.989577,40.739838,233,Manhattan
1168,-73.989549,40.772866,142,Manhattan
1169,-73.989513,40.767805,49,Manhattan
1170,-73.989483,40.730133,78,Manhattan
1171,-73.989473,40.717893,147,Manhattan
1172,-73.989455,40.735987,233,Manhattan
1173,-73.989429,40.726188,78,Manhattan
1174,-73.989402,40.762859,47,Manhattan
1175,-73.989398,40.723163,147,Manhattan
1176,-73.989373,40.740591,233,Manhattan
1177,-73.989337,40.714133,231,Manhattan
1178,-73.989307,40.741954,233,Manhattan
1179,-73.989297,40.757907,229,Manhattan
1180,-73.989245,40.776045,142,Manhattan
1181,-73.989243,40.752895,99,Manhattan
1182,-73.98923,40.721677,147,Manhattan
1183,-73.989223,40.776882,142,Manhattan
1184,-73.989212,40.775185,142,Manhattan
1185,-73.989166,40.747895,163,Manhattan
1186,-73.989155,40.716708,147,Manhattan
1187,-73.989135,40.743018,233,Manhattan
1188,-73.989127,40.741389,233,Manhattan
1189,-73.989114,40.720308,147,Manhattan
1190,-73.989092,40.773493,142,Manhattan
1191,-73.989068,40.768417,49,Manhattan
1192,-73.989056,40.718708,147,Manhattan
1193,-73.989053,40.730724,78,Manhattan
1194,-73.989045,40.736546,233,Manhattan
1195,-73.989039,40.721613,147,Manhattan
1196,-73.98903,40.742262,233,Manhattan
1197,-73.989011,40.743796,233,Manhattan
1198,-73.988993,40.718844,147,Manhattan
1199,-73.988984,40.726792,78,Manhattan
1200,-73.988946,40.763486,47,Manhattan
1201,-73.988913,40.729906,78,Manhattan
1202,-73.988869,40.744533,233,Manhattan
1203,-73.988853,40.777573,142,Manhattan
1204,-73.988842,40.758533,229,Manhattan
1205,-73.988787,40.753517,99,Manhattan
1206,-73.988779,40.733966,106,Manhattan
1207,-73.988729,40.745286,233,Manhattan
1208,-73.988708,40.748504,163,Manhattan
1209,-73.988703,40.714185,231,Manhattan
1210,-73.988671,40.71765,147,Manhattan
1211,-73.988654,40.779304,142,Manhattan
1212,-73.988649,40.722936,147,Manhattan
1213,-73.988644,40.742814,233,Manhattan
1214,-73.988636,40.77412,142,Manhattan
1215,-73.988626,40.73131,78,Manhattan
1216,-73.9886,40.713511,231,Manhattan
1217,-73.988592,40.746036,163,Manhattan
1218,-73.988578,40.737147,106,Manhattan
1219,-73.988559,40.769115,47,Manhattan
1220,-73.988547,40.778243,142,Manhattan
1221,-73.988539,40.727402,78,Manhattan
1222,-73.988523,40.721462,147,Manhattan
1223,-73.988489,40.764112,47,Manhattan
1224,-73.988484,40.712769,231,Manhattan
1225,-73.988452,40.746789,163,Manhattan
1226,-73.988451,40.723277,78,Manhattan
1227,-73.988445,40.777414,142,Manhattan
1228,-73.988397,40.776517,142,Manhattan
1229,-73.988391,40.759164,47,Manhattan
1230,-73.988367,40.716446,147,Manhattan
1231,-73.988354,40.720077,147,Manhattan
1232,-73.988335,40.75413,99,Manhattan
1233,-73.988305,40.747535,163,Manhattan
1234,-73.988286,40.734659,106,Manhattan
1235,-73.988285,40.778917,142,Manhattan
1236,-73.988258,40.749116,185,Manhattan
1237,-73.98825,40.718461,147,Manhattan
1238,-73.988194,40.743451,233,Manhattan
1239,-73.988182,40.748283,163,Manhattan
1240,-73.988181,40.774746,142,Manhattan
1241,-73.988177,40.71859,147,Manhattan
1242,-73.988159,40.737732,106,Manhattan
1243,-73.98815,40.731964,78,Manhattan
1244,-73.988119,40.727986,78,Manhattan
1245,-73.98808,40.769768,49,Manhattan
1246,-73.988045,40.764722,47,Manhattan
1247,-73.987968,40.740899,233,Manhattan
1248,-73.987968,40.723942,78,Manhattan
1249,-73.987927,40.759791,47,Manhattan
1250,-73.987925,40.7796,142,Manhattan
1251,-73.987892,40.75475,99,Manhattan
1252,-73.987879,40.717409,231,Manhattan
1253,-73.987864,40.722698,78,Manhattan
1254,-73.987817,40.735292,106,Manhattan
1255,-73.987779,40.750661,99,Manhattan
1256,-73.987769,40.721234,147,Manhattan
1257,-73.987765,40.749792,163,Manhattan
1258,-73.987748,40.777902,142,Manhattan
1259,-73.987746,40.744066,233,Manhattan
1260,-73.987726,40.738317,106,Manhattan
1261,-73.987722,40.775377,142,Manhattan
1262,-73.987683,40.732604,78,Manhattan
1263,-73.987672,40.728595,78,Manhattan
1264,-73.987644,40.751419,99,Manhattan
1265,-73.987636,40.770371,141,Manhattan
1266,-73.987584,40.765354,47,Manhattan
1267,-73.987557,40.718034,147,Manhattan
1268,-73.987542,40.719833,147,Manhattan
1269,-73.987535,40.716197,231,Manhattan
1270,-73.987533,40.780233,142,Manhattan
1271,-73.987529,40.741528,233,Manhattan
1272,-73.987502,40.724584,78,Manhattan
1273,-73.987491,40.752159,99,Manhattan
1274,-73.987475,40.760405,229,Manhattan
1275,-73.987461,40.718221,147,Manhattan
1276,-73.987453,40.778572,142,Manhattan
1277,-73.987447,40.755373,99,Manhattan
1278,-73.987388,40.718356,147,Manhattan
1279,-73.987387,40.735879,106,Manhattan
1280,-73.987359,40.730007,78,Manhattan
1281,-73.987312,40.738905,233,Manhattan
1282,-73.98731,40.752893,99,Manhattan
1283,-73.987298,40.744682,163,Manhattan
1284,-73.987294,40.750451,163,Manhattan
1285,-73.987274,40.775993,142,Manhattan
1286,-73.987239,40.729192,78,Manhattan
1287,-73.987187,40.770986,141,Manhattan
1288,-73.987182,40.733293,106,Manhattan
1289,-73.987165,40.779244,142,Manhattan
1290,-73.987165,40.714312,231,Manhattan
1291,-73.987138,40.765966,47,Manhattan
1292,-73.987132,40.722476,78,Manhattan
1293,-73.987089,40.753607,99,Manhattan
1294,-73.987073,40.780036,142,Manhattan
1295,-73.987062,40.713638,231,Manhattan
1296,-73.987056,40.742142,233,Manhattan
1297,-73.987053,40.725203,78,Manhattan
1298,-73.98704,40.717157,231,Manhattan
1299,-73.987015,40.761038,47,Manhattan
1300,-73.986971,40.717857,231,Manhattan
1301,-73.986961,40.736465,106,Manhattan
1302,-73.98695,40.720983,147,Manhattan
1303,-73.986949,40.756036,99,Manhattan
1304,-73.986926,40.712903,231,Manhattan
1305,-73.986892,40.779961,142,Manhattan
1306,-73.986865,40.754318,99,Manhattan
1307,-73.986849,40.739522,106,Manhattan
1308,-73.986846,40.745301,163,Manhattan
