ReqID,Oid,Did,ReqTime,Size
1,2447,2561,0,1
2,2055,1366,0,1
3,892,753,0,1
4,2611,1265,0,1
5,1208,1184,0,1
6,1081,2568,0,1
7,1964,1081,1,1
8,999,2110,1,1
9,2120,2120,1,1
10,1397,417,2,1
11,1517,1911,2,1
12,1333,1154,3,1
13,870,1921,3,1
14,2882,2537,3,1
15,2007,2618,4,1
16,1954,2458,4,1
17,2314,2365,4,1
18,2110,1422,4,1
19,827,843,4,1
20,2459,2193,4,1
21,1194,770,5,1
22,1651,670,5,2
23,2445,1597,5,1
24,59,1761,5,1
25,1369,2620,5,5
26,1541,1351,6,1
27,1761,2596,6,6
28,1689,1929,6,1
29,1281,2040,7,1
30,1964,2436,7,5
31,969,1265,7,1
32,1208,2096,7,1
33,2622,670,8,2
34,2723,1744,8,1
35,278,1556,9,1
36,576,2310,9,1
37,2756,2630,9,1
38,2007,2680,9,1
39,988,819,10,1
40,1482,2124,10,1
41,3027,2620,10,1
42,1768,1900,10,6
43,2542,2851,11,2
44,1900,1262,11,1
45,1059,1503,11,1
46,1333,1679,12,1
47,1747,1539,12,1
48,342,177,12,1
49,1161,1161,13,1
50,3518,2465,13,1
51,2699,1446,13,1
52,2319,2139,14,1
53,1751,2018,14,1
54,1523,1059,14,2
55,1942,3942,14,1
56,1614,1288,14,1
57,2600,1486,15,1
58,369,1889,15,1
59,2022,1460,15,1
60,2055,1552,16,6
61,2843,2333,16,1
62,226,770,16,2
63,2712,2511,16,1
64,2401,2109,16,1
65,2000,770,16,1
66,729,443,17,1
67,1828,1621,17,2
68,1299,1736,17,1
69,2494,2350,17,1
70,2271,1805,17,1
71,952,2872,18,1
72,2718,1972,18,1
73,2637,1874,18,1
74,2706,1451,18,1
75,417,1349,19,1
76,2077,2025,19,1
77,2855,2281,19,1
78,3044,2768,20,1
79,577,2833,20,1
80,1997,2245,21,1
81,1769,417,21,2
82,1527,1907,21,1
83,1679,232,21,1
84,2499,1896,21,1
85,1451,404,22,1
86,633,811,22,1
87,1283,2705,22,1
88,2850,663,24,1
89,1077,2118,24,1
90,1208,1236,24,1
91,1468,1059,25,1
92,1780,1366,26,3
93,1773,271,26,1
94,811,487,27,1
95,1517,2015,27,1
96,1615,888,28,1
97,1330,2268,28,1
98,602,1769,28,2
99,1911,952,29,1
100,2310,1339,29,5
101,1049,605,29,2
102,3198,3198,29,1
103,973,1811,30,1
104,1642,2206,30,1
105,861,958,30,1
106,1863,2096,31,1
107,1146,50,31,1
108,433,817,32,1
109,1593,1501,32,5
110,1081,1804,32,1
111,587,1811,32,1
112,1534,2321,32,1
113,1771,426,33,1
114,1174,1653,34,1
115,1124,1550,34,1
116,2680,756,34,1
117,2087,2366,34,5
118,880,836,34,6
119,1205,2447,35,1
120,2159,1393,35,1
121,1829,2077,35,1
122,802,437,35,1
123,1088,1596,36,1
124,1447,3942,36,5
125,1779,1151,36,1
